id,square,fold
6d375bc2ece1,21.208778675703858,0
878738468f6b,21.22323872523462,1
acb0fd30b83d,21.23008179092805,2
245f9c9eab8a,21.23688412408759,3
791c1a9775be,21.24462330552659,4
4f1f065d78ac,21.349957638164753,0
bb7625a3f1d4,21.35048716110532,1
8b4b87ad7be6,21.375374739311784,2
23c088f6ec27,21.398510818561,3
e114fcbb9723,21.494395203336808,4
c4ac16c0dd59,21.51867179353493,0
70b6a79565fe,21.599240745568302,1
a2df64508b97,21.64054353493222,2
40851e617b93,21.650685935870698,3
d326cb5c3d12,21.660217348800835,4
4e308ad8a254,21.676021571949946,0
151c7f2d4183,21.707059762773724,1
ebfdf6ec7ede,21.712354992179353,2
7fbc761387f3,21.721479079770596,3
7251c8797749,21.762211613660064,4
bec93f7ddb19,21.805876889989573,0
cf65b1c5e147,21.837566801355578,1
64f701f36437,21.858544056308656,2
6cc98271f4dd,21.865305656934307,3
a3e2e104d58a,21.894755278936394,4
6e016b8b3617,21.907178701772683,0
de3ca5ec1e59,21.927748631386862,1
36a3f7f77e85,21.99585342805005,2
f7ad86e13ed7,22.06355089937435,3
bf92e198d9b6,22.072389859228362,4
ed8472086df8,22.115647810218977,0
f70052627830,22.125179223149114,1
04bd942b463b,22.1751173096976,2
ef5567efd904,22.181960375391032,3
11fcda0a9e1c,22.191776916058394,4
3c54e71fd2c9,22.212183915537018,0
3789e15178c7,22.247499022419188,1
d8216041ffa9,22.251857403545362,2
917f262f1608,22.290349648070908,3
0795e132d090,22.357069538581857,4
6dc8783eca68,22.362527698123046,0
6c3470c34408,22.407659345672577,1
424658d9f222,22.416864898331596,2
8d5423cb763c,22.437516293013555,3
ba7e7421003b,22.492953271637123,4
fc5f1a3a66cf,22.53604829249218,0
a078586ccdee,22.60020203336809,1
880fec285c06,22.607289494264858,2
a7c1ef8d9cc9,22.667899504692386,3
3bca821c8c41,22.689895072992698,4
1952e5f91de0,22.724925052137642,0
371f057d1242,22.73885557872784,1
f98dbe8a5ee2,22.75413027893639,2
0ee135a3cccc,22.770056699687174,3
31186febd775,22.799302659019812,4
69fba9e8f572,22.82170555265902,0
3f202616a2b9,22.82406803962461,1
5df60cf7cab2,22.82463829509906,2
13cad6eeabe8,22.836654392596458,3
32edfb7723ff,22.857835310218977,4
66fea07e1152,22.860442192387904,0
d8f11603ef08,22.862030761209592,1
3afec4b5ac07,22.8794235531804,2
6a951d3a3131,22.897182937956202,3
3627b6f4c16d,22.903292818039624,4
c4f1840b2a65,22.925614246611055,0
784ca55262c2,22.926225234619395,1
3810c5e1cdeb,22.942396050573514,2
4bea0766c14c,22.951275742961418,3
efaef69e148d,22.967690954118876,4
3f3e362dea23,22.9679760818561,0
a5fea424990e,22.976489181439,1
4e7bc95552ed,23.034777437434826,2
4dc8a7fe7c02,23.042720281543275,3
a1038b207299,23.084186001042752,4
c2fd64144e97,23.09730187695516,0
781c5338fe02,23.149072927528675,1
bb2f95262773,23.17933720020855,2
1e6f48393e17,23.193226994264858,3
c8d52e0ba341,23.240354535974976,4
93881caf9f70,23.260965198123046,0
364923a5002f,23.261739116266945,1
fc237174b128,23.271026133993743,2
5588758ee21c,23.274569864442128,3
0d53224da2b7,23.30414168404588,4
b1a27da4f01c,23.32120861574557,0
d46244bc42ed,23.322512056830032,1
888e04d96663,23.334894747132427,2
364fd5fd7569,23.340556569343065,3
9d8c465a0881,23.35786789624609,4
2af7c265531e,23.37114670229406,0
02159e548029,23.475055396246088,1
42d81612e2ce,23.48340556569343,2
34b0c08544a5,23.494362617309697,3
82f72273d23e,23.55489116266945,4
e1d2c25f3510,23.564218912930134,0
d9b2ded58b72,23.587599387382692,1
1ae8a68a40e4,23.701528284671532,2
5ab34f0e3ea5,23.798512447862358,3
189a2a32a615,23.843847758081335,4
795d2ee07ce2,23.861770072992698,0
8b88fb784951,23.929630474452555,1
6bfd601be25e,23.9422168274244,2
65051cfe0789,23.960220607403546,3
28d7fb5ba432,23.979324165797706,4
1a17a1bd648b,23.984089872262775,0
9274d0b3caa8,24.06384417361835,1
1ba84b81628e,24.113374934827945,2
f591b4f2e006,24.11671500260688,3
c7145a80089e,24.118059176225234,4
cd2e588ef1c5,24.143883602711156,0
562706000bd7,24.20726342544317,1
cf89c3220bc4,24.24086776590198,2
90b65c521a8b,24.255327815432743,3
717689f3e788,24.261152567778936,4
51f1cdf5f539,24.271050573514078,0
5bc30efeb7bf,24.365346389468197,1
d8e1c401ac3c,24.399887578206464,2
dd70a0a51e3b,24.411659280500523,3
f00905abd3d7,24.47683133472367,4
2267f4aa0d2c,24.531412930135556,0
42a3297ccd4b,24.553734358706986,1
68fcee2be01f,24.5900270464025,2
ce74dfdf123b,24.617562239311784,3
c3614abc7405,24.63230741657977,4
eefc0d8c94f0,24.661838503649637,0
cf5add31c130,24.709047510427528,1
33a310ea7462,24.745543860792495,2
98ee0624de87,24.812426681439,3
0eeaf1ff136d,24.943585440563087,4
528eb34a4c29,24.949980448383734,0
0de66245f268,24.951283889468197,1
9ab2a45de8c7,24.96378877737226,2
c353e364e931,24.972831399895725,3
8d1a6723c458,25.01454151459854,4
3d7a1030deeb,25.02211776590198,0
86c10c8c6206,25.062198579249216,1
351c583eabd6,25.066638425443173,2
de74550a306a,25.148877411366005,3
419687d50dcd,25.19527176746611,4
88bc32b9e1d9,25.3210130995829,0
85bc655a7523,25.35274374348279,1
d1a3af34e674,25.360686587591243,2
125cadcb9feb,25.579542492179353,3
0ce66b539f52,25.714163516684046,4
0d3adbbc9a8b,25.906176681438996,0
11acc40dc0ea,25.983079705422313,1
4e5ac4b9f074,26.00719336548488,2
bd8d5780ed04,26.029799921793533,3
2990f858e939,26.06295620437956,4
6c0cd487abcd,26.064748435870698,0
f4cd1286d5f4,26.087029131908242,1
c3dafdb02e7f,26.087395724713243,2
69915dab0755,26.089025026068825,3
c6f50d44f141,26.14877965328467,4
8603668953a6,26.16323970281543,0
6752de44b721,26.219613529718455,1
b58cc561e560,26.227311978623568,2
00087a6bd4dc,26.31317616006256,3
2a4a8964ebf3,26.314886926485926,4
e597d76a0c33,26.413663321167885,0
32ff007d9505,26.42677919708029,1
c7a94c46a3b2,26.569302333159538,2
6131a03dd028,26.57496415537018,3
fd9da5d0bb6f,26.809542818039624,4
1c5748340af8,26.811742374869656,0
bad53871c7d9,26.885346063607923,1
cafee4122080,26.929418665276327,2
154ee2b6d27a,27.096584984358707,3
03a857ce842d,27.124283107403546,4
34defeec3ce6,27.230920881126174,0
e6892bf10d31,27.28415830291971,1
fb1b923dd978,27.290431113138684,2
f3b482e091c0,27.331204379562045,3
eaf9eb0b2293,27.39356588894682,4
a56f923399ca,27.419308850364963,0
f707d6fbc0cd,27.43788288581856,1
ed13cbcdd5d8,27.481466697080293,2
6d21aad248e4,27.521914103232536,3
85cba1a00135,27.54142498696559,4
78bfb9c780db,27.626718912930137,0
292f59c6a347,27.65091403806048,1
6f6dced498c4,27.655028023983313,2
4fc2470c0f7b,27.700404066736183,3
a46baa0b3ac0,27.90972855839416,4
54ee69d7d5e5,28.017262447862358,0
553c658b9efa,28.38320353232534,1
fdc2c87853ce,28.425483902502606,2
1b25ea8ba94d,28.48055428832117,3
dc995bf5296a,28.59281315172054,4
fecea3036c59,28.64812793274244,0
2cb06c1f5bb1,28.686049921793533,1
fff9b3a5373f,28.732199882690303,2
5a194c1384f3,29.019608641814386,3
d0392fd5feb6,29.105839416058394,4
6ae670e86620,29.170359749739312,0
c9acf5847ef1,29.218301942127216,1
2c57132da7a0,29.465141097497394,2
344ece157efc,29.46986607142857,3
f3eee6348205,29.471699035453597,4
26ccab021981,29.541310935870698,0
880ab8468df2,29.594426160062564,1
169f5f6d8c9d,29.628600755995826,2
d61b6bfeabb2,29.723711222627735,3
ae296a20fdd9,31.13224224452555,4
db09fec614d2,31.369387056830035,0
dc1c5c2b9e49,31.47305135557873,1
4baf50a3d8c2,31.49602450469239,2
4f0397cf7937,32.12456823514077,3
1390696b70b6,32.16363073514077,4
d22e6a2ca6df,32.16497490875913,0
eb91b1c659a0,32.63095509645464,1
99639c826ea5,33.15644551616267,2
630335e37f40,33.2023510818561,3
3cb21125f126,33.429394225756,4
5bcde75955bb,34.09622653806048,0
4a4364d7fc6d,34.19581758342023,1
21a7e6726ee3,34.52489572471325,2
7ab9747cf6d7,34.86093912930136,3
683ddec95b82,35.40288549270073,4
6d77433cc7ce,35.64133374608968,0
0ed6904e1004,36.05652046402503,1
42b3feca1993,36.10983935088634,2
f1eb080c7182,36.11806732273201,3
c502287be9f6,37.26660258081335,4
9a2bfb24ba6e,37.31230448383733,0
61060ada97c9,40.14932546923879,1
858841907a4a,40.19698253388947,2
